1322215197.674719674;R;52326
1322215197.675132486;R;52324
1322215197.675548606;R;52322
1322215197.675954320;R;52320
1322215197.676388305;R;52318
1322215197.676843162;R;52316
1322215197.677289177;R;52314
1322215197.677747463;R;52312
1322215197.678201357;R;52310
1322215197.678661267;R;52308
1322215197.679107523;R;52306
1322215197.679572425;R;52304
1322215197.680036064;R;52302
1322215197.680507283;R;52300
1322215197.680960576;R;52298
1322215197.681413027;R;52296
1322215197.681862169;R;52294
1322215197.682319072;R;52292
1322215197.683002500;R;52290
1322215197.683607252;R;52288
1322215197.684126169;R;52286
1322215197.684576033;R;52284
1322215197.685033236;R;52282
1322215197.685488454;R;52280
1322215197.685938078;R;52278
1322215197.686397988;R;52276
1322215197.686854649;R;52274
1322215197.687312875;R;52272
1322215197.687764724;R;52270
1322215197.688214408;R;52268
1322215197.688668964;R;52266
1322215197.689129716;R;52263
1322215197.689132664;R;52264
1322215197.689945656;R;52261
1322215197.690469386;R;52259
1322215197.690940664;R;52257
1322215197.691387040;R;52255
1322215197.691799431;R;52251
1322215197.692198528;R;52249
1322215197.692605145;R;52247
1322215197.693034558;R;52245
1322215197.693483520;R;52243
1322215197.693935189;R;52241
1322215197.694390949;R;52239
1322215197.694837866;R;52237
1322215197.695294768;R;52235
1322215197.695746858;R;52233
1322215197.696196903;R;52231
1322215197.696662527;R;52229
1322215197.697123760;R;52227
1322215197.697582286;R;52225
1322215197.698045985;R;52224
1322215197.698508120;R;52223
1322215197.698953414;R;52221
1322215197.699404601;R;52219
1322215197.699864090;R;52217
1322215197.700317624;R;52215
1322215197.700856151;R;52213
1322215197.701311369;R;52211
1322215197.701788963;R;52209
1322215197.702252842;R;52207
1322215197.702706616;R;52205
1322215197.703163639;R;52203
1322215197.703620300;R;52201
1322215197.704066075;R;52199
1322215197.704520330;R;52197
1322215197.704988541;R;52194
1322215197.704991308;R;52195
1322215197.705796721;R;52192
1322215197.706240871;R;52190
1322215197.706693563;R;52188
1322215197.707147157;R;52186
1322215197.707588780;R;52184
1322215197.708034675;R;52182
1322215197.708447006;R;52180
1322215197.708852118;R;52178
1322215197.709258314;R;52176
1322215197.709679727;R;52174
1322215197.710131577;R;52172
1322215197.710642976;R;52170
1322215197.711104570;R;52168
1322215197.711556058;R;52166
1322215197.712004840;R;52164
1322215197.712452239;R;52162
1322215197.712910163;R;52160
1322215197.713411456;R;52158
1322215197.713868599;R;52156
1322215197.714319426;R;52154
1322215197.714762494;R;52152
1322215197.715222403;R;52150
1322215197.715686102;R;52148
1322215197.716141380;R;52146
1322215197.716595576;R;52144
1322215197.717052117;R;52142
1322215197.717510643;R;52140
1322215197.717970854;R;52138
1322215197.718426493;R;52136
1322215197.718892658;R;52134
1322215197.719339154;R;52132
1322215197.719790582;R;52130
1322215197.720248507;R;52128
1322215197.720731395;R;52125
1322215197.721163996;R;52126
1322215197.721623485;R;52123
1322215197.722207485;R;52121
1322215197.722679124;R;52119
1322215197.723139815;R;52117
1322215197.723593109;R;52115
1322215197.724045680;R;52113
1322215197.724495244;R;52111
1322215197.724922792;R;52109
1322215197.725331815;R;52107
1322215197.725737288;R;52105
1322215197.726194191;R;52103
1322215197.726653017;R;52101
1322215197.727120987;R;52099
1322215197.727579814;R;52097
1322215197.728044055;R;52096
1322215197.728487242;R;52095
1322215197.728935483;R;52093
1322215197.729402370;R;52091
1322215197.729851753;R;52089
1322215197.730302280;R;52087
1322215197.730846100;R;52085
1322215197.731327243;R;52083
1322215197.731784746;R;52081
1322215197.732242069;R;52079
1322215197.732701919;R;52077
1322215197.733158340;R;52075
1322215197.733624024;R;52073
1322215197.734085558;R;52071
1322215197.734546550;R;52069
1322215197.734999001;R;52067
1322215197.735454279;R;52065
1322215197.735910038;R;52063
1322215197.736390098;R;52061
1322215197.736844414;R;52059
1322215197.737300594;R;52056
1322215197.737727963;R;52057
1322215197.738174519;R;52054
1322215197.738624443;R;52052
1322215197.739079000;R;52050
1322215197.739532473;R;52048
1322215197.739982218;R;52046
1322215197.740460112;R;52044
1322215197.740920383;R;52042
1322215197.741383841;R;52040
1322215197.741793826;R;52038
1322215197.742208563;R;52036
1322215197.742617766;R;52034
1322215197.743046096;R;52032
1322215197.743546187;R;52030
1322215197.743998156;R;52028
1322215197.744457104;R;52026
1322215197.744904382;R;52024
1322215197.745356953;R;52022
1322215197.745813915;R;52020
1322215197.746268471;R;52018
1322215197.746711358;R;52016
1322215197.747161644;R;52014
1322215197.747608381;R;52012
1322215197.748060170;R;52010
1322215197.748511117;R;52008
1322215197.748964892;R;52006
1322215197.749421012;R;52004
1322215197.749871237;R;52002
1322215197.750330966;R;52000
1322215197.750871478;R;51998
1322215197.751344982;R;51996
1322215197.751806335;R;51994
1322215197.752269252;R;51992
1322215197.752723809;R;51990
1322215197.753179869;R;51987
1322215197.753602786;R;51988
1322215197.754056560;R;51985
1322215197.754504861;R;51983
1322215197.754952379;R;51981
1322215197.755412349;R;51979
1322215197.755860650;R;51977
1322215197.756303356;R;51975
1322215197.756748349;R;51973
1322215197.757207537;R;51971
1322215197.757659567;R;51969
1322215197.758113882;R;51968
1322215197.758522484;R;51967
1322215197.758921942;R;51965
1322215197.759327837;R;51963
1322215197.759762002;R;51961
1322215197.760209039;R;51959
1322215197.760726694;R;51957
1322215197.761196168;R;51955
1322215197.761653551;R;51953
1322215197.762106905;R;51951
1322215197.762562122;R;51949
1322215197.763015536;R;51947
1322215197.763475085;R;51945
1322215197.763935836;R;51943
1322215197.764390272;R;51941
1322215197.764849580;R;51939
1322215197.765298904;R;51937
1322215197.765752497;R;51935
1322215197.766215234;R;51933
1322215197.766662272;R;51931
1322215197.767120497;R;51929
1322215197.767584316;R;51927
1322215197.768045008;R;51925
1322215197.768503474;R;51923
1322215197.768956226;R;51921
1322215197.769414331;R;51918
1322215197.769837850;R;51919
1322215197.770288917;R;51916
1322215197.770783955;R;51914
1322215197.771238692;R;51912
1322215197.771682542;R;51910
1322215197.772128978;R;51908
1322215197.772573850;R;51906
1322215197.773025639;R;51904
1322215197.773521699;R;51902
1322215197.773972285;R;51900
1322215197.774429127;R;51898
1322215197.774862992;R;51896
1322215197.775267142;R;51894
1322215197.775676886;R;51892
1322215197.776083022;R;51890
1322215197.776515503;R;51888
1322215197.776969517;R;51886
1322215197.777420585;R;51884
1322215197.777911171;R;51882
1322215197.778388765;R;51880
1322215197.778858419;R;51878
1322215197.779311953;R;51876
1322215197.779763802;R;51874
1322215197.780214208;R;51872
1322215197.780619803;R;51870
1322215197.780909668;R;51868
1322215197.781183773;R;51866
1322215197.781465577;R;51864
1322215197.781742149;R;51862
1322215197.782018359;R;51860
1322215197.782297156;R;51858
1322215197.782573246;R;51856
1322215197.782863953;R;51854
1322215197.783149847;R;51851
1322215197.783152915;R;51852
1322215197.783635201;R;51849
1322215197.783905155;R;51847
1322215197.784167712;R;51845
1322215197.784444464;R;51843
1322215197.784704253;R;51841
1322215197.784973967;R;51840
1322215197.785242960;R;51837
1322215197.785514599;R;51835
1322215197.785783230;R;51833
1322215197.786053546;R;51831
1322215197.786322839;R;51829
1322215197.786592012;R;51827
1322215197.786866538;R;51825
1322215197.787135470;R;51823
1322215197.787404583;R;51821
1322215197.787679169;R;51819
1322215197.787950568;R;51817
1322215197.788224372;R;51815
1322215197.788501425;R;51813
1322215197.788777876;R;51811
1322215197.789052522;R;51809
1322215197.789330657;R;51807
1322215197.789603981;R;51805
1322215197.789883499;R;51803
1322215197.790160973;R;51801
1322215197.790710808;R;51799
1322215197.791205364;R;51797
1322215197.791650417;R;51795
1322215197.792069845;R;51793
1322215197.792492341;R;51791
1322215197.792926927;R;51789
1322215197.793388822;R;51787
1322215197.793856070;R;51785
1322215197.794307318;R;51782
1322215197.794310025;R;51783
1322215197.795137754;R;51780
1322215197.795591047;R;51778
1322215197.796037483;R;51776
1322215197.796531016;R;51775
1322215197.796993452;R;51772
1322215197.796996279;R;51773
1322215197.797805843;R;51770
1322215197.798259377;R;51768
1322215197.798710745;R;51766
1322215197.799170053;R;51764
1322215197.799630384;R;51762
1322215197.800096008;R;51760
1322215197.800569753;R;51758
1322215197.801035136;R;51756
1322215197.801496429;R;51754
1322215197.801954595;R;51752
1322215197.802413662;R;51750
1322215197.802868579;R;51748
1322215197.803313632;R;51746
1322215197.803774263;R;51744
1322215197.804235977;R;51742
1322215197.804689631;R;51740
1322215197.805146233;R;51738
1322215197.805610533;R;51736
1322215197.806090954;R;51734
1322215197.806562473;R;51732
1322215197.807026052;R;51730
1322215197.807481751;R;51728
1322215197.807944487;R;51726
1322215197.808374562;R;51724
1322215197.808796698;R;51722
1322215197.809220457;R;51720
1322215197.809663164;R;51718
1322215197.810132396;R;51716
1322215197.810665630;R;51714
1322215197.811139375;R;51712
1322215197.811611374;R;51710
1322215197.812077299;R;51708
1322215197.812545570;R;51706
1322215197.812998321;R;51703
1322215197.813000727;R;51704
1322215197.813818171;R;51701
1322215197.814265870;R;51699
1322215197.814711163;R;51697
1322215197.815161930;R;51695
1322215197.815617508;R;51693
1322215197.816071223;R;51691
1322215197.816523433;R;51689
1322215197.816972756;R;51687
1322215197.817419613;R;51685
1322215197.817883252;R;51683
1322215197.818335102;R;51681
1322215197.818792605;R;51679
1322215197.819255041;R;51677
1322215197.819708996;R;51675
1322215197.820162590;R;51673
1322215197.820650651;R;51671
1322215197.821101357;R;51669
1322215197.821571553;R;51667
1322215197.822032605;R;51665
1322215197.822498590;R;51663
1322215197.822961327;R;51661
1322215197.823417627;R;51659
1322215197.823890650;R;51657
1322215197.824424364;R;51655
1322215197.824896785;R;51653
1322215197.825324935;R;51651
1322215197.825750739;R;51649
1322215197.826168183;R;51648
1322215197.826622859;R;51647
1322215197.827088844;R;51645
1322215197.827536964;R;51643
1322215197.827999460;R;51641
1322215197.828443851;R;51639
1322215197.828910919;R;51637
1322215197.829372753;R;51634
1322215197.829375340;R;51635
1322215197.830188452;R;51632
1322215197.830671701;R;51630
1322215197.831259671;R;51628
1322215197.831744182;R;51626
1322215197.832216422;R;51624
1322215197.832673805;R;51622
1322215197.833127038;R;51620
1322215197.833575940;R;51618
1322215197.834022136;R;51616
1322215197.834489865;R;51614
1322215197.834948150;R;51612
1322215197.835400361;R;51610
1322215197.835857624;R;51608
1322215197.836308932;R;51606
1322215197.836766796;R;51604
1322215197.837225984;R;51602
1322215197.837687819;R;51600
1322215197.838143758;R;51598
1322215197.838598074;R;51596
1322215197.839056600;R;51594
1322215197.839515367;R;51592
1322215197.839975457;R;51590
1322215197.840503157;R;51588
1322215197.840990134;R;51586
1322215197.841457262;R;51584
1322215197.841904961;R;51582
1322215197.842315668;R;51580
1322215197.842729141;R;51578
1322215197.843167998;R;51576
1322215197.843617622;R;51574
1322215197.844077051;R;51572
1322215197.844533712;R;51570
1322215197.844990253;R;51568
1322215197.845447456;R;51565
1322215197.845450163;R;51566
1322215197.846244869;R;51563
1322215197.846689922;R;51561
1322215197.847138042;R;51559
1322215197.847583155;R;51557
1322215197.848023997;R;51555
1322215197.848470553;R;51553
1322215197.848918252;R;51551
1322215197.849359695;R;51549
1322215197.849806973;R;51547
1322215197.850253109;R;51545
1322215197.850733170;R;51543
1322215197.851184297;R;51541
1322215197.851648357;R;51539
1322215197.852106222;R;51537
1322215197.852567034;R;51535
1322215197.853032778;R;51533
1322215197.853492748;R;51531
1322215197.853950191;R;51529
1322215197.854406251;R;51527
1322215197.854870431;R;51525
1322215197.855331303;R;51523
1322215197.855788747;R;51521
1322215197.856256596;R;51520
1322215197.856716386;R;51519
1322215197.857164987;R;51517
1322215197.857613769;R;51515
1322215197.858058821;R;51513
1322215197.858474520;R;51511
1322215197.858891964;R;51509
1322215197.859312716;R;51507
1322215197.859743753;R;51505
1322215197.860199813;R;51503
1322215197.860742911;R;51501
1322215197.861217437;R;51499
1322215197.861694610;R;51496
1322215197.862131121;R;51497
1322215197.862590790;R;51494
1322215197.863033857;R;51492
1322215197.863492023;R;51490
1322215197.863946098;R;51488
1322215197.864395902;R;51486
1322215197.864843661;R;51484
1322215197.865297135;R;51482
1322215197.865746999;R;51480
1322215197.866198368;R;51478
1322215197.866653525;R;51476
1322215197.867103149;R;51474
1322215197.867553314;R;51472
1322215197.868019660;R;51470
1322215197.868469645;R;51468
1322215197.868917164;R;51466
1322215197.869377374;R;51464
1322215197.869825674;R;51462
1322215197.870287028;R;51460
1322215197.870789404;R;51458
1322215197.871251058;R;51456
1322215197.871766186;R;51454
1322215197.872219539;R;51452
1322215197.872680832;R;51450
1322215197.873147298;R;51448
1322215197.873598727;R;51446
1322215197.874087448;R;51444
1322215197.874562756;R;51442
1322215197.874997583;R;51440
1322215197.875405162;R;51438
1322215197.875821523;R;51436
1322215197.876264891;R;51434
1322215197.876751087;R;51432
1322215197.877218936;R;51430
1322215197.877686003;R;51427
1322215197.878118845;R;51428
1322215197.878580800;R;51425
1322215197.879022003;R;51423
1322215197.879471326;R;51421
1322215197.879910303;R;51419
1322215197.880425793;R;51417
1322215197.880902304;R;51415
1322215197.881354394;R;51413
1322215197.881812018;R;51411
1322215197.882268198;R;51409
1322215197.882713973;R;51407
1322215197.883159266;R;51405
1322215197.883603175;R;51403
1322215197.884053762;R;51401
1322215197.884508739;R;51399
1322215197.884959205;R;51397
1322215197.885418393;R;51395
1322215197.885875114;R;51393
1322215197.886334422;R;51392
1322215197.886784948;R;51391
1322215197.887231805;R;51389
1322215197.887687745;R;51387
1322215197.888138452;R;51385
1322215197.888584046;R;51383
1322215197.889036136;R;51381
1322215197.889479985;R;51379
1322215197.889946692;R;51377
1322215197.890469279;R;51375
1322215197.890952527;R;51373
1322215197.891420737;R;51371
1322215197.891839624;R;51369
1322215197.892255203;R;51367
1322215197.892668857;R;51365
1322215197.893107413;R;51363
1322215197.893565639;R;51361
1322215197.894023022;R;51358
1322215197.894450631;R;51359
1322215197.894907112;R;51356
1322215197.895353488;R;51354
1322215197.895794029;R;51352
1322215197.896243472;R;51350
1322215197.896693036;R;51348
1322215197.897143201;R;51346
1322215197.897601667;R;51344
1322215197.898057246;R;51342
1322215197.898515652;R;51340
1322215197.898974479;R;51338
1322215197.899430058;R;51336
1322215197.899887321;R;51334
1322215197.900404253;R;51332
1322215197.900880885;R;51330
1322215197.901345907;R;51328
1322215197.901864764;R;51326
1322215197.902317395;R;51324
1322215197.902765997;R;51322
1322215197.903223079;R;51320
1322215197.903674026;R;51318
1322215197.904144222;R;51316
1322215197.904594928;R;51314
1322215197.905039981;R;51312
1322215197.905499349;R;51310
1322215197.905955229;R;51308
1322215197.906410386;R;51306
1322215197.906867589;R;51304
1322215197.907327799;R;51302
1322215197.907790656;R;51300
1322215197.908242987;R;51298
1322215197.908652070;R;51296
1322215197.909065784;R;51294
1322215197.909483588;R;51292
1322215197.909949272;R;51289
1322215197.910445995;R;51290
1322215197.910922807;R;51287
1322215197.911377423;R;51285
1322215197.911835468;R;51283
1322215197.912291347;R;51281
1322215197.912746686;R;51279
1322215197.913192881;R;51277
1322215197.913646054;R;51275
1322215197.914093632;R;51273
1322215197.914542053;R;51271
1322215197.914996489;R;51269
1322215197.915454955;R;51267
1322215197.915905722;R;51265
1322215197.916361782;R;51264
1322215197.916821331;R;51263
1322215197.917268368;R;51261
1322215197.917710052;R;51259
1322215197.918158232;R;51257
1322215197.918605029;R;51255
1322215197.919048337;R;51253
1322215197.919492427;R;51251
1322215197.919939645;R;51247
1322215197.920466142;R;51245
1322215197.920930983;R;51243
1322215197.921542953;R;51241
1322215197.922040697;R;51239
1322215197.922516787;R;51237
1322215197.922981449;R;51235
1322215197.923448336;R;51233
1322215197.923908727;R;51231
1322215197.924367975;R;51229
1322215197.924824035;R;51227
1322215197.925231974;R;51225
1322215197.925646831;R;51222
1322215197.925649718;R;51223
1322215197.926418079;R;51220
1322215197.926865838;R;51218
1322215197.927316124;R;51216
1322215197.927869808;R;51214
1322215197.928355281;R;51212
1322215197.928813206;R;51210
1322215197.929303973;R;51208
1322215197.929782288;R;51206
1322215197.930252544;R;51204
1322215197.930735492;R;51202
1322215197.931190649;R;51200
1322215197.931706379;R;51198
1322215197.932158348;R;51196
1322215197.932608333;R;51194
1322215197.933052002;R;51192
1322215197.933502288;R;51190
1322215197.933958708;R;51188
1322215197.934414708;R;51186
1322215197.934868422;R;51184
1322215197.935319309;R;51182
1322215197.935772783;R;51180
1322215197.936225535;R;51178
1322215197.936681414;R;51176
1322215197.937138256;R;51174
1322215197.937601474;R;51172
1322215197.938058556;R;51170
1322215197.938517143;R;51168
1322215197.938979338;R;51166
1322215197.939434375;R;51164
1322215197.939886586;R;51162
1322215197.940514916;R;51160
1322215197.941022525;R;51158
1322215197.941478585;R;51156
1322215197.941896089;R;51153
1322215197.941898735;R;51154
1322215197.942638765;R;51151
1322215197.943058013;R;51149
1322215197.943494163;R;51147
1322215197.943940238;R;51145
1322215197.944390103;R;51143
1322215197.944836478;R;51141
1322215197.945290553;R;51139
1322215197.945741681;R;51137
1322215197.946200207;R;51136
1322215197.946654162;R;51135
1322215197.947102162;R;51133
1322215197.947550402;R;51131
1322215197.947994011;R;51129
1322215197.948437139;R;51127
1322215197.948891514;R;51125
1322215197.949338431;R;51123
1322215197.949784567;R;51121
1322215197.950237258;R;51119
1322215197.950719063;R;51117
1322215197.951174883;R;51115
1322215197.951629259;R;51113
1322215197.952080627;R;51111
1322215197.952536326;R;51109
1322215197.952996356;R;51107
1322215197.953453318;R;51105
1322215197.953906009;R;51103
1322215197.954360024;R;51101
1322215197.954814460;R;51099
1322215197.955267994;R;51097
1322215197.955735422;R;51095
1322215197.956187151;R;51093
1322215197.956652655;R;51091
1322215197.957115271;R;51089
1322215197.957572775;R;51087
1322215197.958027271;R;51084
1322215197.958029797;R;51085
1322215197.958782278;R;51082
1322215197.959184925;R;51080
1322215197.959584022;R;51078
1322215197.960016503;R;51076
1322215197.960507812;R;51074
1322215197.960977346;R;51072
1322215197.961475571;R;51070
1322215197.961925375;R;51068
1322215197.962370127;R;51066
1322215197.962817465;R;51064
1322215197.963272923;R;51062
1322215197.963723209;R;51060
1322215197.964168743;R;51058
1322215197.964605675;R;51056
1322215197.965053013;R;51054
1322215197.965499930;R;51052
1322215197.965953223;R;51050
1322215197.966415659;R;51048
1322215197.966870877;R;51046
1322215197.967324711;R;51044
1322215197.967825162;R;51042
1322215197.968291808;R;51040
1322215197.968742936;R;51038
1322215197.969204951;R;51036
1322215197.969661913;R;51034
1322215197.970116108;R;51032
1322215197.970619207;R;51030
1322215197.971079477;R;51028
1322215197.971540349;R;51026
1322215197.971997672;R;51024
1322215197.972461672;R;51022
1322215197.972924048;R;51020
1322215197.973386965;R;51018
1322215197.973844889;R;51015
1322215197.973847416;R;51016
1322215197.974669129;R;51013
1322215197.975094032;R;51011
1322215197.975509129;R;51009
1322215197.975909730;R;51008
1322215197.976333971;R;51005
1322215197.976777520;R;51003
1322215197.977225940;R;51001
1322215197.977667384;R;50999
1322215197.978109910;R;50997
1322215197.978559233;R;50995
1322215197.979004767;R;50993
1322215197.979447714;R;50991
1322215197.979894029;R;50989
1322215197.980411984;R;50987
1322215197.980748105;R;50985
1322215197.981039413;R;50983
1322215197.981319954;R;50981
1322215197.981591954;R;50979
1322215197.981863773;R;50977
1322215197.982128134;R;50975
1322215197.982400615;R;50973
1322215197.982667021;R;50971
1322215197.982942810;R;50969
1322215197.983214149;R;50967
1322215197.983494269;R;50965
1322215197.983768254;R;50963
1322215197.984050659;R;50961
1322215197.984326569;R;50959
1322215197.984608373;R;50957
1322215197.984884464;R;50955
1322215197.985163681;R;50953
1322215197.985438087;R;50951
1322215197.985710388;R;50949
1322215197.985996403;R;50946
1322215197.985999531;R;50947
1322215197.986486267;R;50944
1322215197.986794117;R;50943
1322215197.987067560;R;50940
1322215197.987070147;R;50941
1322215197.987557124;R;50938
1322215197.987820041;R;50936
1322215197.988082116;R;50934
1322215197.988345755;R;50932
1322215197.988620823;R;50930
1322215197.988886447;R;50928
1322215197.989151890;R;50926
1322215197.989424010;R;50924
1322215197.989709364;R;50922
1322215197.989988401;R;50920
1322215197.990259017;R;50918
1322215197.990891499;R;50916
1322215197.991356641;R;50914
1322215197.991768370;R;50912
1322215197.992166626;R;50910
1322215197.992563077;R;50908
1322215197.992972400;R;50906
1322215197.993419678;R;50904
1322215197.993857512;R;50902
1322215197.994297632;R;50900
1322215197.994739677;R;50898
1322215197.995186293;R;50896
1322215197.995626353;R;50894
1322215197.996075917;R;50892
1322215197.996670864;R;50890
1322215197.997149541;R;50888
1322215197.997607585;R;50886
1322215197.998042051;R;50884
1322215197.998482111;R;50882
1322215197.998929690;R;50880
1322215197.999362472;R;50878
1322215197.999809329;R;50876
1322215198.243915;R;50874
1322215198.717299;R;50871
1322215198.720005;R;50872
1322215198.1495404;R;50869
1322215198.1926200;R;50867
1322215198.2356516;R;50865
1322215198.2781298;R;50863
1322215198.3207824;R;50861
1322215198.3642952;R;50859
1322215198.4072606;R;50857
1322215198.4507794;R;50855
1322215198.4943162;R;50853
1322215198.5370530;R;50851
1322215198.5806921;R;50849
1322215198.6241146;R;50847
1322215198.6670860;R;50845
1322215198.7109296;R;50843
1322215198.7539492;R;50841
1322215198.7967702;R;50839
1322215198.8375401;R;50837
1322215198.8768424;R;50835
1322215198.9160844;R;50833
1322215198.9551942;R;50831
